"SUID","annotation","database","id","instance","interaction","Interactiontype","metaid","modifiers","name","PMIDs","polarity","products","r_id","reactants","reldate","release","selected","shared interaction","shared name","shared_interaction","shared_name","source","source_alias","target","target_alias","type"
"104591","pubmed:12094235|pubmed:20414202|pubmed:12094235|pubmed:24239264|pubmed:22270953|pubmed:19283671|pubmed:17898809|pubmed:16912270|pubmed:17404109|pubmed:11585772|pubmed:19828018|pubmed:23403721|pubmed:21378407|pubmed:15459662",,"57598","csa73 -o sa244","interacts with","stimulation","re143","s9069|s852|s9075|s10245|s9081|s10282|s4481|s9081","TGF_beta_R2/TGF_beta_R1/PI3K (interacts with) PtdIns(3,4,5)P3",,"1.0","s365","re143","s364",,,"false","interacts with","TGF_beta_R2/TGF_beta_R1/PI3K (interacts with) PtdIns(3,4,5)P3","interacts with","TGF_beta_R2/TGF_beta_R1/PI3K (interacts with) PtdIns(3,4,5)P3","55964",,"55755",,"CATALYSIS"
"104592","drugbank:DB08912|pubmed:17016424|drugbank:DB08896|pubmed:25476894|drugbank:DB05190|pubmed:23617957|pubmed:22351689|pubmed:22319199",,"57597","sa3341 -D sa3342","interacts with","interaction","re1446","s7278|s7279|s7282|s7357|s8355|s8447|s8451|s8452","mut_BRAF_V600E (interacts with)  mut_BRAF_V600E ",,"0.0","s10275","re1446","s10275",,,"false","interacts with","mut_BRAF_V600E (interacts with)  mut_BRAF_V600E ","interacts with","mut_BRAF_V600E (interacts with)  mut_BRAF_V600E ","55963",,"56143",,"STATE_TRANSITION"
"104593","",,"57596","sa2785 -D sa2787","interacts with","interaction","re1324","","TGF_beta_ (interacts with)  TGF_beta_ ",,"0.0","s6058","re1324","s6056",,,"false","interacts with","TGF_beta_ (interacts with)  TGF_beta_ ","interacts with","TGF_beta_ (interacts with)  TGF_beta_ ","55961",,"56804",,"TRANSCRIPTION"
"104594","",,"57595","sa720 -D sa739","interacts with","interaction","re414",""," MMP-3  (interacts with)   MMP-3  ",,"0.0","s1143","re414","s1115",,,"false","interacts with"," MMP-3  (interacts with)   MMP-3  ","interacts with"," MMP-3  (interacts with)   MMP-3  ","55960",,"56658",,"TRANSPORT"
"104595","pubmed:18314333",,"57594","sa3169 -D sa3164","interacts with","interaction","re1473",""," Noxa  (interacts with)       BIM      ",,"0.0","s7900|s7844","re1473","s7899|s7871",,,"false","interacts with"," Noxa  (interacts with)       BIM      ","interacts with"," Noxa  (interacts with)       BIM      ","55959",,"56789",,"DISSOCIATION"
"104596","pubmed:18314333",,"57593","sa3169 -D sa3163","interacts with","interaction","re1474",""," Noxa  (interacts with)      BIM     ",,"0.0","s10112|s7844","re1474","s10111|s7871",,,"false","interacts with"," Noxa  (interacts with)      BIM     ","interacts with"," Noxa  (interacts with)      BIM     ","55959",,"56744",,"DISSOCIATION"
"104597","pubmed:18314333",,"57592","sa3169 -D csa444","interacts with","interaction","re1473",""," Noxa  (interacts with)  MCL-1/Noxa ",,"0.0","s7900|s7844","re1473","s7899|s7871",,,"false","interacts with"," Noxa  (interacts with)  MCL-1/Noxa ","interacts with"," Noxa  (interacts with)  MCL-1/Noxa ","55959",,"55459",,"DISSOCIATION"
"104598","pubmed:18314333",,"57591","sa3169 -D csa445","interacts with","interaction","re1474",""," Noxa  (interacts with)  Noxa/Bcl-2-related protein A1 ",,"0.0","s10112|s7844","re1474","s10111|s7871",,,"false","interacts with"," Noxa  (interacts with)  Noxa/Bcl-2-related protein A1 ","interacts with"," Noxa  (interacts with)  Noxa/Bcl-2-related protein A1 ","55959",,"56399",,"DISSOCIATION"
"104599","",,"57590","sa2128 -D sa3303","interacts with","interaction","re975","","  E-Cadherin   (interacts with)  E-Cadherin  ",,"0.0","s9282","re975","s3744",,,"false","interacts with","  E-Cadherin   (interacts with)  E-Cadherin  ","interacts with","  E-Cadherin   (interacts with)  E-Cadherin  ","55958",,"56284",,"TRANSLATION"
"104600","pubmed:16540670|pubmed:22684365|drugbank:DB01017|pubmed:11875741",,"57589","sa2356 -D sa2358","interacts with","interaction","re1078","s3904|s10361|s7583","VEGF (interacts with)  VEGF ",,"0.0","s4368","re1078","s4366",,,"false","interacts with","VEGF (interacts with)  VEGF ","interacts with","VEGF (interacts with)  VEGF ","55957",,"55876",,"TRANSCRIPTION"
"104601","pubmed:16109477|pubmed:23403721",,"57588","sa2419 -D sa2420","interacts with","interaction","re1120","s9519","MARCKS (interacts with) MARCKS|_pho",,"0.0","s4557","re1120","s4556",,,"false","interacts with","MARCKS (interacts with) MARCKS|_pho","interacts with","MARCKS (interacts with) MARCKS|_pho","55956",,"56391",,"STATE_TRANSITION"
"104602","pubmed:18545270",,"57587","sa1475 -D csa226","interacts with","interaction","re712","","  CD95   (interacts with) CD95L/CD95|active",,"0.0","s10252","re712","s2428|s2425",,,"false","interacts with","  CD95   (interacts with) CD95L/CD95|active","interacts with","  CD95   (interacts with) CD95L/CD95|active","55955",,"55864",,"HETERODIMER_ASSOCIATION"
"104603","pubmed:18545270",,"57586","sa1475 -D csa220","interacts with","interaction","re702","","  CD95   (interacts with)  CD95L/CD95|active ",,"0.0","s10252","re702","s2428|s2425",,,"false","interacts with","  CD95   (interacts with)  CD95L/CD95|active ","interacts with","  CD95   (interacts with)  CD95L/CD95|active ","55955",,"55555",,"HETERODIMER_ASSOCIATION"
"104604","pubmed:19648011",,"57585","sa1610 -D csa241","interacts with","interaction","re741","","RIP (interacts with)  sTNFalpha/TNFR1/TRADD/TRAF2/RIP ",,"0.0","s10267","re741","s2615|s2614|s2521|s10261",,,"false","interacts with","RIP (interacts with)  sTNFalpha/TNFR1/TRADD/TRAF2/RIP ","interacts with","RIP (interacts with)  sTNFalpha/TNFR1/TRADD/TRAF2/RIP ","55954",,"56618",,"HETERODIMER_ASSOCIATION"
"104605","pubmed:18545270|pubmed:18545270",,"57584","sa1610 -D csa235","interacts with","interaction","re737","","RIP (interacts with) sTNFalpha/TNFR1/TRADD/TRAF2/RIP",,"0.0","s10267","re737","s2615|s2614|s2521|s10261",,,"false","interacts with","RIP (interacts with) sTNFalpha/TNFR1/TRADD/TRAF2/RIP","interacts with","RIP (interacts with) sTNFalpha/TNFR1/TRADD/TRAF2/RIP","55954",,"56289",,"HETERODIMER_ASSOCIATION"
"104606","pubmed:19641507",,"57583","csa449 -D csa450","interacts with","interaction","re1480",""," BIM/BCL-XL  (interacts with) tBAD/BCL-XL",,"0.0","s8065|s7844","re1480","s7907|s8063",,,"false","interacts with"," BIM/BCL-XL  (interacts with) tBAD/BCL-XL","interacts with"," BIM/BCL-XL  (interacts with) tBAD/BCL-XL","55953",,"56292",,"DISSOCIATION"
"104607","pubmed:19641507",,"57582","csa449 -D sa3192","interacts with","interaction","re1480",""," BIM/BCL-XL  (interacts with)        BIM       ",,"0.0","s8065|s7844","re1480","s7907|s8063",,,"false","interacts with"," BIM/BCL-XL  (interacts with)        BIM       ","interacts with"," BIM/BCL-XL  (interacts with)        BIM       ","55953",,"56694",,"DISSOCIATION"
"104608","pubmed:25109840|pubmed:15372092|pubmed:12700239",,"57581","csa93 -D csa107","interacts with","interaction","re433","s2127","LEF/MITF_gene complex (interacts with) _beta_-Catenin/LEF/MITF_gene complex",,"0.0","s1242","re433+re953","s1159|s1069",,,"false","interacts with","LEF/MITF_gene complex (interacts with) _beta_-Catenin/LEF/MITF_gene complex","interacts with","LEF/MITF_gene complex (interacts with) _beta_-Catenin/LEF/MITF_gene complex","55952",,"56676",,"HETERODIMER_ASSOCIATION"
"104609","pubmed:25109840|pubmed:15372092|pubmed:25017568|pubmed:20444197|pubmed:19002157",,"57580","csa93 -I sa713","interacts with","inhibition","re395","s1159|s1158|s1231|s1242|s2384|s5774|s5843","LEF/MITF_gene complex (interacts with) MITF",,"-1.0","s1113","re395","s10358",,,"false","interacts with","LEF/MITF_gene complex (interacts with) MITF","interacts with","LEF/MITF_gene complex (interacts with) MITF","55952",,"56562",,"INHIBITION"
"104610","",,"57579","sa3081 -D sa3084","interacts with","interaction","re1457","","  EGF   (interacts with)    EGF   ",,"0.0","s7749","re1457","s7746",,,"false","interacts with","  EGF   (interacts with)    EGF   ","interacts with","  EGF   (interacts with)    EGF   ","55951",,"56402",,"TRANSLATION"
"104611","",,"57578","sa567 -D sa575","interacts with","interaction","re342","","   DUSPs    (interacts with)     DUSPs    ",,"0.0","s800","re342","s800",,,"false","interacts with","   DUSPs    (interacts with)     DUSPs    ","interacts with","   DUSPs    (interacts with)     DUSPs    ","55949",,"55571",,"TRANSPORT"
"104612","pubmed:15459662",,"57577","csa397 -D csa403","interacts with","interaction","re1384","","Vitronectin/Integrin aV/_beta_3/SRC/SHC|active (interacts with) Vitronectin/Integrin aV/_beta_3/SRC/SHC/GRB2/SOS",,"0.0","s9059","re1384","s6272|s55",,,"false","interacts with","Vitronectin/Integrin aV/_beta_3/SRC/SHC|active (interacts with) Vitronectin/Integrin aV/_beta_3/SRC/SHC/GRB2/SOS","interacts with","Vitronectin/Integrin aV/_beta_3/SRC/SHC|active (interacts with) Vitronectin/Integrin aV/_beta_3/SRC/SHC/GRB2/SOS","55948",,"55556",,"HETERODIMER_ASSOCIATION"
"104613","pubmed:18235236",,"57576","sa2430 -o sa2428","interacts with","stimulation","re1127","s4566","CRAC|active (interacts with)    Ca2+   ",,"1.0","s1850","re1127","s4563",,,"false","interacts with","CRAC|active (interacts with)    Ca2+   ","interacts with","CRAC|active (interacts with)    Ca2+   ","55947",,"55878",,"CATALYSIS"
"104614","",,"57575","sa1794 -D sa1799","interacts with","interaction","re823","","  MART1   (interacts with)    MART1   ",,"0.0","s2963","re823","s2958",,,"false","interacts with","  MART1   (interacts with)    MART1   ","interacts with","  MART1   (interacts with)    MART1   ","55946",,"56569",,"TRANSLATION"
"104615","",,"57574","sa3123 -D sa1277","interacts with","interaction","re1487","","  Bid   (interacts with) Bid",,"0.0","s2096","re1487","s2096",,,"false","interacts with","  Bid   (interacts with) Bid","interacts with","  Bid   (interacts with) Bid","55945",,"55594",,"TRANSPORT"
"104616","pubmed:20414202|pubmed:12094235|pubmed:19665589|pubmed:12789288",,"57573","sa1295 -I sa243","interacts with","inhibition","re144","s372|s2128|s10281","PTEN|_pho (interacts with) PtdIns(4,5)P2",,"-1.0","s364","re144","s365",,,"false","interacts with","PTEN|_pho (interacts with) PtdIns(4,5)P2","interacts with","PTEN|_pho (interacts with) PtdIns(4,5)P2","55942",,"55507",,"INHIBITION"
"104617","",,"57572","sa1295 -D sa1467","interacts with","interaction","re694","s2404","PTEN|_pho (interacts with) s2403",,"0.0","s2403","re694","s2128",,,"false","interacts with","PTEN|_pho (interacts with) s2403","interacts with","PTEN|_pho (interacts with) s2403","55942",,"56001",,"STATE_TRANSITION"
"104618","pubmed:19114656",,"57571","sa1295 -D sa246","interacts with","interaction","re692","","PTEN|_pho (interacts with) PTEN|active",,"0.0","s372","re692","s2128",,,"false","interacts with","PTEN|_pho (interacts with) PTEN|active","interacts with","PTEN|_pho (interacts with) PTEN|active","55942",,"56491",,"STATE_TRANSITION"
"104619","pubmed:12209154|pubmed:12209154|pubmed:12209154|pubmed:19557009",,"57570","sa3147 -o sa1176","interacts with","stimulation","re580","s2036|s7844","  BIM   (interacts with) Bak|hm3",,"1.0","s2010","re580","s1990",,,"false","interacts with","  BIM   (interacts with) Bak|hm3","interacts with","  BIM   (interacts with) Bak|hm3","55940",,"56499",,"CATALYSIS"
"104620","pubmed:12209154|pubmed:21195116|pubmed:21195116|pubmed:23403721|pubmed:19557009",,"57569","sa3147 -o sa1159","interacts with","stimulation","re594","s2036|s375|s7844","  BIM   (interacts with) BAX|active",,"1.0","s753","re594","s753",,,"false","interacts with","  BIM   (interacts with) BAX|active","interacts with","  BIM   (interacts with) BAX|active","55940",,"56315",,"CATALYSIS"
"104621","drugbank:DB01017",,"57568","sa3046 -D sa3047","interacts with","interaction","re1451","s7583","Caspase 3 (interacts with)  Caspase 3 ",,"0.0","s7581","re1451","s7580",,,"false","interacts with","Caspase 3 (interacts with)  Caspase 3 ","interacts with","Caspase 3 (interacts with)  Caspase 3 ","55939",,"56803",,"TRANSCRIPTION"
"104622","",,"57567","sa1841 -D sa1864","interacts with","interaction","re853",""," GSK3a  (interacts with)   GSK3a  ",,"0.0","s3085","re853","s3062",,,"false","interacts with"," GSK3a  (interacts with)   GSK3a  ","interacts with"," GSK3a  (interacts with)   GSK3a  ","55938",,"55971",,"TRANSPORT"
"104623","",,"57566","sa1842 -D sa1863","interacts with","interaction","re852",""," SKI  (interacts with)   SKI  ",,"0.0","s3084","re852","s3063",,,"false","interacts with"," SKI  (interacts with)   SKI  ","interacts with"," SKI  (interacts with)   SKI  ","55937",,"56223",,"TRANSPORT"
"104624","",,"57565","sa1782 -D sa2058","interacts with","interaction","re923","","  p16INK4A   (interacts with)    p16INK4A   ",,"0.0","s3424","re923","s2946",,,"false","interacts with","  p16INK4A   (interacts with)    p16INK4A   ","interacts with","  p16INK4A   (interacts with)    p16INK4A   ","55936",,"55932",,"TRANSPORT"
"104625","pubmed:23245396|pubmed:23245396",,"57564","sa1857 -D sa1883","interacts with","interaction","re877","s3108|s3154","  CDK6   (interacts with)    CDK6   ",,"0.0","s3105","re877","s3078",,,"false","interacts with","  CDK6   (interacts with)    CDK6   ","interacts with","  CDK6   (interacts with)    CDK6   ","55935",,"56586",,"TRANSLATION"
"104626","",,"57563","sa2949 -D sa2950","interacts with","interaction","re1397","","  Vimentin   (interacts with)    Vimentin   ",,"0.0","s6720","re1397","s6719",,,"false","interacts with","  Vimentin   (interacts with)    Vimentin   ","interacts with","  Vimentin   (interacts with)    Vimentin   ","55934",,"55664",,"TRANSPORT"
"104627","pubmed:18426405|pubmed:23164545",,"57562","sa2553 -D csa355","interacts with","interaction","re1218","","   TGF_beta_R1    (interacts with) TGF_beta_R2/TGF_beta_R1/Smad7/SMURF",,"0.0","s5181","re1218","s3|s4899|s1|s4997|s4985",,,"false","interacts with","   TGF_beta_R1    (interacts with) TGF_beta_R2/TGF_beta_R1/Smad7/SMURF","interacts with","   TGF_beta_R1    (interacts with) TGF_beta_R2/TGF_beta_R1/Smad7/SMURF","55933",,"56000",,"HETERODIMER_ASSOCIATION"
"104628","pubmed:18426405|pubmed:23164545",,"57561","sa2553 -D csa362","interacts with","interaction","re1217","","   TGF_beta_R1    (interacts with)  TGF_beta_R2/TGF_beta_R1/SMURF ",,"0.0","s5175","re1217","s3|s4899|s1|s4997",,,"false","interacts with","   TGF_beta_R1    (interacts with)  TGF_beta_R2/TGF_beta_R1/SMURF ","interacts with","   TGF_beta_R1    (interacts with)  TGF_beta_R2/TGF_beta_R1/SMURF ","55933",,"56313",,"HETERODIMER_ASSOCIATION"
"104629","pubmed:24089445|pubmed:24089445|pubmed:19585149|pubmed:16815849",,"57560","sa2058 -I csa288","interacts with","inhibition","re926","s3424","   p16INK4A    (interacts with) Cyclin D/CDK6|active",,"-1.0","s3431","re926","s3428|s10346",,,"false","interacts with","   p16INK4A    (interacts with) Cyclin D/CDK6|active","interacts with","   p16INK4A    (interacts with) Cyclin D/CDK6|active","55932",,"56398",,"INHIBITION"
"104630","pubmed:24089445",,"57559","sa2058 -D sa492","interacts with","interaction","re924","","   p16INK4A    (interacts with) Cell cycle arrest",,"0.0","s705","re924","s3424",,,"false","interacts with","   p16INK4A    (interacts with) Cell cycle arrest","interacts with","   p16INK4A    (interacts with) Cell cycle arrest","55932",,"56551",,"STATE_TRANSITION"
"104631","pubmed:24089445|pubmed:24089445|pubmed:19585149|pubmed:16815849",,"57558","sa2058 -I csa287","interacts with","inhibition","re925","s3424","   p16INK4A    (interacts with) CyclinD1/CDK4",,"-1.0","s7211","re925","s10347|s3427",,,"false","interacts with","   p16INK4A    (interacts with) CyclinD1/CDK4","interacts with","   p16INK4A    (interacts with) CyclinD1/CDK4","55932",,"56755",,"INHIBITION"
"104632","",,"57557","sa1822 -D sa1848","interacts with","interaction","re866","","CDK6 (interacts with)  CDK6 ",,"0.0","s3069","re866","s3044",,,"false","interacts with","CDK6 (interacts with)  CDK6 ","interacts with","CDK6 (interacts with)  CDK6 ","55929",,"56269",,"TRANSCRIPTION"
"104633","",,"57556","sa1846 -D sa1859","interacts with","interaction","re869","","CDK4 (interacts with)  CDK4 ",,"0.0","s3080","re869","s3067",,,"false","interacts with","CDK4 (interacts with)  CDK4 ","interacts with","CDK4 (interacts with)  CDK4 ","55928",,"56070",,"TRANSPORT"
"104634","pubmed:25111671",,"57555","sa1765 -D sa1775","interacts with","interaction","re801","s2892","CDK2 (interacts with)  CDK2 ",,"0.0","s2939","re801","s2929",,,"false","interacts with","CDK2 (interacts with)  CDK2 ","interacts with","CDK2 (interacts with)  CDK2 ","55927",,"56690",,"TRANSCRIPTION"
"104635","pubmed:21468029",,"57554","sa2485 -D sa2483","interacts with","interaction","re1175","s3119","   ITGA3    (interacts with)  ITGA3 ",,"0.0","s4811","re1175","s4813",,,"false","interacts with","   ITGA3    (interacts with)  ITGA3 ","interacts with","   ITGA3    (interacts with)  ITGA3 ","55926",,"56788",,"TRANSLATION"
"104636","pubmed:11719430|pubmed:20822955|pubmed:19114989|pubmed:12793438",,"57553","sa3405 -I csa366","interacts with","inhibition","re1232","s10344|s5342","dreg_SKI (interacts with) Smad2/Smad4",,"-1.0","s5199","re1232","s5199",,,"false","interacts with","dreg_SKI (interacts with) Smad2/Smad4","interacts with","dreg_SKI (interacts with) Smad2/Smad4","55924",,"56726",,"INHIBITION"
"104637","pubmed:25109840|pubmed:15372092",,"57552","csa114 -o sa734","interacts with","stimulation","re402","s1166|s1167|s1235|s1236","_beta_-Catenin/TCF/_beta_-Catenin_gene complex (interacts with)     _beta_-Catenin    ",,"1.0","s1130","re402","s1094",,,"false","interacts with","_beta_-Catenin/TCF/_beta_-Catenin_gene complex (interacts with)     _beta_-Catenin    ","interacts with","_beta_-Catenin/TCF/_beta_-Catenin_gene complex (interacts with)     _beta_-Catenin    ","55923",,"55528",,"CATALYSIS"
"104638","pubmed:18314333|pubmed:18314333|pubmed:18314333",,"57551","csa446 -I sa3147","interacts with","inhibition","re1470","s7920|s7908|s7907|s10111|s7899","BIM/Bcl-2-related protein A1 (interacts with)   BIM  ",,"-1.0","s7844","re1470","s7844",,,"false","interacts with","BIM/Bcl-2-related protein A1 (interacts with)   BIM  ","interacts with","BIM/Bcl-2-related protein A1 (interacts with)   BIM  ","55922",,"55940",,"INHIBITION"
"104639","pubmed:18314333",,"57550","csa446 -D sa3163","interacts with","interaction","re1474","","BIM/Bcl-2-related protein A1 (interacts with)      BIM     ",,"0.0","s10112|s7844","re1474","s10111|s7871",,,"false","interacts with","BIM/Bcl-2-related protein A1 (interacts with)      BIM     ","interacts with","BIM/Bcl-2-related protein A1 (interacts with)      BIM     ","55922",,"56744",,"DISSOCIATION"
"104640","pubmed:18314333",,"57549","csa446 -D csa445","interacts with","interaction","re1474","","BIM/Bcl-2-related protein A1 (interacts with)  Noxa/Bcl-2-related protein A1 ",,"0.0","s10112|s7844","re1474","s10111|s7871",,,"false","interacts with","BIM/Bcl-2-related protein A1 (interacts with)  Noxa/Bcl-2-related protein A1 ","interacts with","BIM/Bcl-2-related protein A1 (interacts with)  Noxa/Bcl-2-related protein A1 ","55922",,"56399",,"DISSOCIATION"
